CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52059502;CENTRO DE EDUCACAO EM PERIODO INTEGRAL DOUTOR JOSE FELICIANO FERREIRA;104742;25572;216;NULL;11120;NULL;2.44142750759008E+16;434850617863288;0.00844673862036602;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52075524;ESCOLA DIREITO DO SABER-CECOM;1516113;279830;341;0;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00121859700532466;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52035948;ESCOLA MUNICIPAL ARY RIBEIRO VALADAO FILHO;1516113;279830;264;0;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000943429939606189;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53001877;EP 307-308 SUL;3015268;720439;810;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00112431448047649;NULL
52;Goias;GO;5219001;Sanclerlândia;5;5203;52009;52029808;ESCOLA ESTADUAL TORQUATO RAMOS CAIADO;7637;1565;190;NULL;490;NULL;2.04923399240539E+16;3.13099041533546E+16;0.121405750798722;NULL
51;Mato Grosso;MT;5107008;Poxoréu;5;5105;51020;51048590;EE PROF JURACY MACEDO;16219;4323;396;NULL;5590;188;2.6653924409643E+15;1.29308350682397E+15;0.0916030534351145;NULL
51;Mato Grosso;MT;5106299;Paranaíta;5;5101;51002;51005360;E M TANCREDO DE ALMEIDA NEVES;11225;2807;152;0;1010;NULL;2.50066815144766E+16;3.5981474884218E+16;0.0541503384396152;0
51;Mato Grosso;MT;5102678;Campo Verde;5;5105;51019;51046849;EM PARAISO;44041;11908;213;0;7740;NULL;270384414522831;6.49983204568357E+15;0.0178871346993618;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53068165;EC 02 DA ESTRUTURAL;3015268;720439;699;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000970241755374154;NULL
52;Goias;GO;5217302;Pirenópolis;5;5204;52012;52095410;CRECHE CRIANCA CIDADA;24908;5989;160;2;2550;NULL;2.40444837000161E+15;4.25780597762565E+15;0.026715645349808;0.0125
52;Goias;GO;5208707;Goiânia;5;5203;52010;52075818;SISTEMA GOYASES DE ENSINO E CULTURA LTDA;1516113;279830;287;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00102562269949612;NULL
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52059910;COLEGIO ESTADUAL EMILIA MARIA GUIMARAES;104742;25572;326;NULL;11120;76;2.44142750759008E+16;434850617863288;0.0127483184733302;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51042975;EMEB TEN WALDEMIRO DELGADO BERTULIO;284971;72805;440;2;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.00604354096559302;0.00454545454545455
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036790;ESCOLA MUNICIPAL TARGINO DE AGUIAR;1516113;279830;208;208;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000743308437265483;1
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52227359;CENTRO MUNICIPAL DE EDUCACAO INCLUSIVA;212440;53455;99;0;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.00185202506781405;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52104265;ESCOLA PLANETA AZUL;1516113;279830;182;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000650394882607297;NULL
51;Mato Grosso;MT;5106703;Ponte Branca;5;5105;51020;51048027;ESC MUL INFANTIL PINGO DE GENTE;1576;372;54;0;0;NULL;2.36040609137056E+16;0;0.145161290322581;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51043190;EE PROF DEMETRIO DE SOUZA;284971;72805;786;NULL;69240;178;2.5548213677883E+16;9.5103358285832E+15;0.0107959618158094;NULL
51;Mato Grosso;MT;5107008;Poxoréu;5;5105;51020;51048248;EM PROFª GUIOMAR MARIA DA SILVA;16219;4323;389;52;5590;NULL;2.6653924409643E+15;1.29308350682397E+15;0.0899838075410594;0.133676092544987
52;Goias;GO;5218607;Rialma;5;5203;52006;52019071;ESCOLA MUNICIPAL MANOEL JOAQUIM GONCALVES;10918;2438;333;2;1560;NULL;2.23300970873786E+16;6.39868744872847E+15;0.136587366694011;0.00573065902578797
50;Mato Grosso do Sul;MS;5000609;Amambai;5;5004;50010;50015222;EM ANTONIO PINTO DA SILVA;39396;11769;650;0;8850;200;2.98735912275358E+15;7.5197552893194E+15;0.0552298411079956;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53006992;EC AGROVILA II;3015268;720439;357;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000495531196950748;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52079929;CMEI VILA IZAURA;1516113;279830;120;120;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000428831790730086;1
50;Mato Grosso do Sul;MS;5005608;Miranda;5;5001;50002;50028421;CENTRO INFANTIL OLIVA PROENCA BOSSAY;28013;7533;66;66;3150;NULL;2.68910862813694E+16;4.1816009557945E+15;0.00876144962166468;1
52;Goias;GO;5210000;Inhumas;5;5203;52007;52022811;ESCOLA MUNICIPAL SOSSEGO DA MAMAE;52866;11109;285;0;4120;NULL;2.10135058449665E+16;3.70870465388424E+15;0.025654874426141;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53001419;CR E PRE-ESCOLA FUNDACAO CABO FRIO;3015268;720439;327;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000453889919896063;NULL
52;Goias;GO;5212501;Luziânia;5;5204;52012;52048853;ESCOLA MUNICIPAL OSFAYA;208299;48191;264;0;23520;NULL;2.31354927292018E+16;4.88057936129153E+16;0.00547820132389865;0
51;Mato Grosso;MT;5107008;Poxoréu;5;5105;51020;51048647;EE JOAO BORGES VIEIRA;16219;4323;116;NULL;5590;39;2.6653924409643E+15;1.29308350682397E+15;0.0268332176729123;NULL
51;Mato Grosso;MT;5102686;Campos de Júlio;5;5101;51004;51063786;EMEF GERMANO LAZARETTI;6891;2514;912;78;1590;NULL;3.64823683064867E+16;6.32458233890215E+15;0.362768496420048;0.0846905537459283
52;Goias;GO;5218003;Porangatu;5;5202;52004;52010287;COLEGIO ESTADUAL STELLANIS KOPANAKIS PACHECO;45394;10479;895;NULL;4290;62;2.30845486187602E+15;4.09390208989407E+15;0.0854089130642237;NULL
50;Mato Grosso do Sul;MS;5001508;Bandeirantes;5;5002;50004;50023730;CEEB - CENTRO DE EDUCACAO ESPECIAL BANDEIRANTES HERICLEIA PEREIRA DE SOUZA;6788;1845;28;NULL;1180;22;2.71803182086034E+16;6.39566395663957E+15;0.0151761517615176;NULL
52;Goias;GO;5206206;Cristalina;5;5204;52012;52045820;ESCOLA MUNICIPAL JOSE GOMES GONCALVES;58997;15282;289;104;5360;NULL;2.59030120175602E+15;3.50739432011517E+15;0.0189111372856956;0.354948805460751
52;Goias;GO;5208707;Goiânia;5;5203;52010;52033414;CENTRO DE ENSINO EM PERIODO INTEGRAL DR ANTONIO RAIMUNDO GOMES DA FROTA;1516113;279830;316;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00112925704892256;NULL
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52059375;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DONA VENANCIA MAGALHAES COTRIM;104742;25572;403;403;11120;NULL;2.44142750759008E+16;434850617863288;0.0157594243704051;0.980535279805353
52;Goias;GO;5213509;Monte Alegre de Goiás;5;5202;52005;52013600;ESCOLA MUNICIPAL COVANCA;8606;2217;156;0;560;NULL;2.57610969091332E+16;2.52593594948128E+15;0.0703653585926928;0
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50022903;ASSOCIACAO ESCOLA CLINICA SANTA TEREZINHA;895982;233503;66;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000282651614754414;NULL
51;Mato Grosso;MT;5103007;Chapada dos Guimarães;5;5104;51017;51035243;ESCOLA MUNICIPAL SALOMAO GOMES BEZERRA;19752;4828;12;0;3680;NULL;2.44430943701904E+15;7.62220381110191E+15;0.00248550124275062;0
51;Mato Grosso;MT;5100805;Apiacás;5;5101;51002;51142805;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;10133;2296;5;NULL;1020;NULL;2.2658640086845E+15;4.44250871080139E+15;0.00217770034843206;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52087530;CMEI VILA AREIAO-NAC;1516113;279830;57;57;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000203695100596791;1
51;Mato Grosso;MT;5108956;Nova Monte Verde;5;5101;51002;51005670;EE MACHADO DE ASSIS;9178;1842;131;NULL;780;9;2.0069731967749E+16;4.23452768729642E+15;0.0711183496199783;NULL
51;Mato Grosso;MT;5107206;Rio Branco;5;5103;51014;51032180;EE 22 DE MAIO;5156;1225;209;NULL;2090;209;2.37587276958883E+16;1.70612244897959E+16;0.170612244897959;NULL
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51044897;EE FREI AMBROSIO;94376;25044;739;NULL;20050;NULL;2.65364075612444E+16;8.00590959910558E+15;0.0295080658041846;NULL
52;Goias;GO;5204102;Cachoeira Alta;5;5205;52018;52066738;CENTRO DE ENSINO EM PERIODO INTEGRAL PEDRO SOBRINHO DE OLIVEIRA;12484;3018;143;NULL;1430;NULL;2.41749439282281E+16;4.73823724320742E+15;0.0473823724320742;NULL
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51057603;EM PAULO FREIRE;94376;25044;324;1;20050;NULL;2.65364075612444E+16;8.00590959910558E+15;0.0129372304743651;0.00305810397553517
50;Mato Grosso do Sul;MS;5006606;Ponta Porã;5;5004;50010;50018574;ESCOLA MUNICIPAL PROFESSOR ISAAC BORGES CAPILLE;92526;29840;283;16;7480;NULL;3.22503944837127E+16;2.50670241286863E+16;0.00948391420911528;0.0538720538720539
51;Mato Grosso;MT;5107040;Primavera do Leste;5;5105;51019;51068419;EMEI PROF ROSIDELMA ALMEIDA FERRAZ;62019;19994;445;83;16050;NULL;3.22385075541366E+16;802740822246674;0.0222566770031009;0.186516853932584
51;Mato Grosso;MT;5107958;Tangará da Serra;5;5103;51013;51065681;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - TANGARA DA SERRA;103750;28351;230;NULL;20560;NULL;2.7326265060241E+15;7.25194878487531E+15;0.00811258862121266;NULL
