CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026720;ESCOLA CRIATIBRINCANDO DE EIEF LTDA;895982;233503;71;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000304064615872173;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51063220;CRECHE MUN PROF AECIM TOCANTINS;612547;163720;79;79;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.000482531150745175;1
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50005812;EE PROFª ADA TEIXEIRA DOS SANTOS PEREIRA;895982;233503;1705;NULL;105920;229;2.60611262279823E+16;4.53613015678599E+15;0.0073018333811557;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52087824;CMEI 13 DE MAIO;1516113;279830;175;175;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000625379694814709;1
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52099296;ESCOLA MUNICIPAL MARIA DO LIVRAMENTO FELIPE;212440;53455;89;0;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.00166495182864091;0
52;Goias;GO;5213053;Mimoso de Goiás;5;5204;52012;52049221;ESC MUL BONITO II;2597;579;5;0;180;NULL;2.22949557181363E+15;3.10880829015544E+16;0.00863557858376511;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53009380;CED CASA GRANDE;3015268;720439;474;NULL;469020;61;2.38930337203857E+16;6.51019725472941E+15;0.000657932177464018;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015177;ESCOLINHA CASA DA ALEGRIA;3015268;720439;143;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000198490087293997;NULL
52;Goias;GO;5211909;Jataí;5;5205;52013;52052621;COLEGIO ESTADUAL EMILIA FERREIRA DE CARVALHO;100882;23357;275;NULL;9160;NULL;2.31527923712853E+16;3.92173652438241E+16;0.0117737723166503;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53004191;EC 29 DE TAGUATINGA;3015268;720439;370;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000513575750341111;NULL
52;Goias;GO;5212501;Luziânia;5;5204;52012;52047474;COLEGIO ESTADUAL EPAMINONDAS RORIZ;208299;48191;386;NULL;23520;NULL;2.31354927292018E+16;4.88057936129153E+16;0.00800979435994273;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015622;CR PASTOR FRANCISCO MIRANDA;3015268;720439;153;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000212370512978892;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53006860;CEF JARDIM II;3015268;720439;198;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000274832428560919;NULL
52;Goias;GO;5205109;Catalão;5;5205;52017;52099172;CENTRO MUNICIPAL DE EDUCACAO INFANTIL NATALIA SAFATLE SOARES;108823;23729;193;94;11380;NULL;2.18051331060529E+16;4.79581946141852E+15;0.00813350752244089;0.487046632124352
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51090511;CRECHE EVANGELICA;94376;25044;70;NULL;20050;NULL;2.65364075612444E+16;8.00590959910558E+15;0.00279508065804185;NULL
52;Goias;GO;5213004;Maurilândia;5;5205;52013;52053334;ESCOLA MUNICIPAL COSTA E SILVA;14080;2421;308;8;1910;NULL;1.71946022727273E+16;788930194134655;0.127220156959934;0.0253164556962025
52;Goias;GO;5219100;Santa Bárbara de Goiás;5;5203;52009;52096629;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA APARECIDA FERREIRA DE OLIVEIRA;6560;1380;242;21;580;NULL;2.10365853658537E+16;4.20289855072464E+16;0.17536231884058;0.0867768595041322
51;Mato Grosso;MT;5107040;Primavera do Leste;5;5105;51019;51046946;CME CARLOS DRUMMOND DE ANDRADE;62019;19994;362;0;16050;NULL;3.22385075541366E+16;802740822246674;0.0181054316294888;0
52;Goias;GO;5207907;Flores de Goiás;5;5204;52011;52089010;ESCOLA MUNICIPAL ROSARIO DE SOUSA FERREIRA;16557;2885;171;0;230;NULL;1.74246542247992E+15;7.97227036395147E+15;0.0592720970537262;0
50;Mato Grosso do Sul;MS;5003207;Corumbá;5;5001;50001;50023861;COLEGIO SAO JOSE;111435;29696;49;NULL;18640;NULL;2.66487189841612E+15;6.27693965517241E+15;0.00165005387931034;NULL
50;Mato Grosso do Sul;MS;5008305;Três Lagoas;5;5003;50007;50032089;EE LUIZ LOPES DE CARVALHO;121388;35408;899;NULL;9980;176;2.91692753814216E+16;2.81857207410755E+16;0.025389742431089;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036065;ESC MUL DONA BELINHA;1516113;279830;264;182;130490;82;1.84570675140969E+16;4.66318836436408E+15;0.000943429939606189;0.689393939393939
50;Mato Grosso do Sul;MS;5005707;Naviraí;5;5004;50011;50061801;CRECHE EVA MORAES DE OLIVEIRA;54878;14773;329;142;4970;NULL;2.69197128175225E+16;3.36424558315847E+15;0.0222703580856969;0.43161094224924
52;Goias;GO;5204607;Campestre de Goiás;5;5205;52014;52056066;COLEGIO ESTADUAL CASTELO BRANCO;3630;836;142;NULL;130;NULL;2.3030303030303E+16;1.55502392344498E+15;0.169856459330144;NULL
52;Goias;GO;5215231;Novo Gama;5;5204;52012;52047911;ESCOLA MUNICIPAL ANTONIO OLIVEIRA;115711;20192;172;0;14780;NULL;1.74503720476014E+15;731973058637084;0.00851822503961965;0
51;Mato Grosso;MT;5103106;Cocalinho;5;5102;51011;51112000;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE UMBERTO MOREIRA;5700;1273;281;3;330;NULL;2.23333333333333E+16;2.5923016496465E+16;0.220738413197172;0.0103448275862069
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52259374;ESCOLA UNIVERSIDADE INFANTIL;212440;53455;405;NULL;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.00757646618651202;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53009223;EC 501 DE SAMAMBAIA;3015268;720439;652;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000905003754655148;NULL
52;Goias;GO;5221403;Trindade;5;5203;52010;52039714;COLEGIO ESTADUAL PADRE PELAGIO;127599;29506;1077;NULL;13690;30;2.31240056740257E+16;4.63973429133058E+16;0.0365010506337694;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51038625;EE SENADOR AZEREDO;612547;163720;615;NULL;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.00375641338871244;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53011791;C INTEGRADO EXCELSUS;3015268;720439;205;NULL;469020;205;2.38930337203857E+16;6.51019725472941E+15;0.000284548726540346;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52022145;ESCOLA MUNICIPAL GOMES SANTANA RAMOS;386923;89054;674;0;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.00756844161969142;0
50;Mato Grosso do Sul;MS;5005004;Jardim;5;5004;50009;50014706;EM OSWALDO FERNANDES MONTEIRO-POLO;26097;6762;385;2;1890;27;2.59110242556616E+15;2.79503105590062E+16;0.056935817805383;0.00519480519480519
51;Mato Grosso;MT;5107198;Ribeirãozinho;5;5105;51020;51048787;ESCOLA MUNICIPAL PEQUENO POLEGAR;2405;583;80;0;0;NULL;2.42411642411642E+16;0;0.137221269296741;0
50;Mato Grosso do Sul;MS;5005103;Jateí;5;5004;50011;50021052;EE PROFª BERNADETE SANTOS LEITE;4027;1018;489;NULL;320;14;2.52793642910355E+15;3.1434184675835E+15;0.480353634577603;NULL
51;Mato Grosso;MT;5106505;Poconé;5;5104;51018;51046482;E M JOAO GODOFREDO DA SILVA;32843;9285;235;4;7600;NULL;2.82708644155528E+15;8.1852450188476E+15;0.0253096392030156;0.0166666666666667
52;Goias;GO;5205109;Catalão;5;5205;52017;52064786;COLEGIO DR JAMIL SEBBA;108823;23729;361;NULL;11380;NULL;2.18051331060529E+16;4.79581946141852E+15;0.0152134518943065;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53000811;CASA DA CRIANCA PAO DE SANTO ANTONIO;3015268;720439;237;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000328966088732009;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50006746;EM PROFª MARIA TEREZA RODRIGUES;895982;233503;2372;2;105920;129;2.60611262279823E+16;4.53613015678599E+15;0.0101583277302647;0.000835770998746344
52;Goias;GO;5210109;Ipameri;5;5205;52017;52074781;COLEGIO DOMINIO LTDA;26985;6135;239;NULL;3580;NULL;2.27348526959422E+15;5.83537082314588E+15;0.0389568052159739;NULL
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52030920;COLEGIO ESTADUAL MANE VENTURA;578179;116323;487;NULL;68640;145;2.01188559252411E+16;5.90081067372747E+16;0.00418661829560792;NULL
52;Goias;GO;5213103;Mineiros;5;5205;52013;52076261;COLEGIO ESTADUAL DOM ERIC JAMES DEITCHMAN;66801;16264;598;NULL;6100;215;2.43469409140582E+16;3.75061485489425E+15;0.0367683226758485;NULL
52;Goias;GO;5210000;Inhumas;5;5203;52007;52023257;ESCOLA MUNICIPAL ALESSANDRO MIGUEL;52866;11109;699;39;4120;183;2.10135058449665E+16;3.70870465388424E+15;0.0629219551714826;0.0528455284552846
52;Goias;GO;5205109;Catalão;5;5205;52017;52099164;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO MARGON VAZ;108823;23729;212;97;11380;NULL;2.18051331060529E+16;4.79581946141852E+15;0.00893421551687808;0.457547169811321
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034364;COLEGIO MASTER;1516113;279830;270;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000964871529142694;NULL
50;Mato Grosso do Sul;MS;5002951;Chapadão do Sul;5;5003;50005;50022008;ESCOLA MUNICIPAL RIBEIRAO- POLO;25218;8316;86;0;4880;NULL;3.29764453961456E+15;5.86820586820587E+15;0.0103415103415103;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52269370;ESCOLA MUNICIPAL DE TEMPO INTEGRAL SETOR GRAJAU;1516113;279830;345;345;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.001232891398349;1
52;Goias;GO;5200308;Alexânia;5;5204;52012;52043932;ESC MUL JOSE MACHADO LIMA;27653;7091;20;0;2400;NULL;2.56427874010053E+15;3.38457199266676E+15;0.00282047666055563;0
51;Mato Grosso;MT;5106851;Porto Estrela;5;5103;51013;51054426;EMPG IZABEL DOS SANTOS FARIA;2963;903;299;0;360;NULL;3.04758690516369E+16;3.98671096345515E+15;0.331118493909192;0
51;Mato Grosso;MT;5106158;Nova Bandeirantes;5;5101;51002;51057646;ESCOLA MUNICIPAL ERNESTO NEIVERTH;15288;2909;549;134;500;NULL;190279958137101;1.71880371261602E+16;0.188724647645239;0.231034482758621
52;Goias;GO;5217609;Planaltina;5;5204;52012;52051021;ESCOLA MUNICIPAL FLOR DO CERRADO;89918;25429;69;0;14800;NULL;2.82802108587824E+16;5.82012662707932E+15;0.00271343741397617;0
51;Mato Grosso;MT;5107248;Santa Carmem;5;5101;51007;51053764;ESCOLA MUNICIPAL SELVINO DAMIAN PREVE;4525;1221;888;21;0;NULL;2.69834254143646E+15;0;0.727272727272727;0.0231023102310231
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51016397;EE ENIO PIPINO;142996;40476;1290;NULL;24660;NULL;2.83056868723601E+16;6.09249925882004E+16;0.0318707382152387;NULL
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51016028;EE NOSSA SENHORA DA GLORIA;142996;40476;662;NULL;24660;NULL;2.83056868723601E+16;6.09249925882004E+16;0.0163553710840992;NULL
52;Goias;GO;5221858;Valparaíso de Goiás;5;5204;52012;52082300;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CECILIA MEIRELES;168468;41597;673;0;27250;NULL;2.46913360400788E+15;6.55095319373993E+15;0.0161790513738972;0
50;Mato Grosso do Sul;MS;5003256;Costa Rica;5;5003;50005;50030973;CENTRO DE EDUCACAO INFANTIL SONHO DE NINAR;20823;9887;310;238;3440;NULL;4.74811506507228E+15;3.47931627389501E+15;0.0313543036310306;0.767741935483871
51;Mato Grosso;MT;5103809;Figueirópolis D'Oeste;5;5103;51014;51029600;EE DR JOSE GENTIL DA SILVA;3494;737;198;NULL;550;NULL;2.10933028048082E+16;7.46268656716418E+15;0.26865671641791;NULL
51;Mato Grosso;MT;5104609;Itiquira;5;5105;51021;51086409;EMEB JORGE EDUARDO RAPOSO DE MEDEIROS;13345;3395;600;11;740;19;2.54402397901836E+15;2.17967599410898E+16;0.176730486008837;0.0181518151815182
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53007182;ESC SALESIANA SAO DOMINGOS SAVIO;3015268;720439;591;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000820333157977289;NULL
51;Mato Grosso;MT;5106174;Nova Nazaré;5;5102;51010;51021862;ESCOLA MUNICIPAL NOVA NAZARE;3849;1046;321;2;460;NULL;2.71758898415173E+16;4.39770554493308E+15;0.306883365200765;0.00619195046439629
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036979;ESCOLA ESPIRITA TENDA DO CAMINHO;1516113;279830;1153;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00412035878926491;NULL
50;Mato Grosso do Sul;MS;5001904;Bataguassu;5;5003;50008;50013050;EE PROF BRAZ SINIGAGLIA;23024;5871;439;NULL;2420;34;2.54994788047255E+16;4.12195537387157E+15;0.0747743144268438;NULL
52;Goias;GO;5221403;Trindade;5;5203;52010;52039820;COLEGIO ESTADUAL DOM PRUDENCIO;127599;29506;984;NULL;13690;46;2.31240056740257E+16;4.63973429133058E+16;0.0333491493255609;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51066874;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF ADY FIGUEIREDO MATOS;612547;163720;237;148;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.00144759345223552;0.624472573839662
52;Goias;GO;5201108;Anápolis;5;5203;52007;52096203;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARNALDO STECKELBERG;386923;89054;162;62;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.0018191209827745;0.382716049382716
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52054349;COLEGIO ESTADUAL EUGENIO JARDIM;235647;48352;626;NULL;24520;NULL;2.05188268893727E+16;507114493712773;0.0129467240238253;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53031008;CRESCE;3015268;720439;172;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000238743321780192;NULL
52;Goias;GO;5204904;Campos Belos;5;5202;52005;52090353;CRECHE MUNICIPAL IZAURA PAZ MOURA;19887;6017;78;78;2370;NULL;3.02559460954392E+15;3.93883995346518E+15;0.0129632707329234;1
52;Goias;GO;5217401;Pires do Rio;5;5205;52016;52098923;CENTRO EDUCACIONAL MULTIPLA ESCOLHA;31458;6410;217;NULL;1960;NULL;2.0376374849005E+16;3.05772230889236E+16;0.0338533541341654;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52191362;ESCOLINHA TIA MARILZA;1516113;279830;53;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000189400707572455;NULL
50;Mato Grosso do Sul;MS;5003702;Dourados;5;5004;50010;50033956;CEIM PROFESSORA ZELI DA SILVA RAMOS;222949;60883;130;0;31690;NULL;2.730803905826E+15;520506545341064;0.00213524300707915;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53008057;EC 56 DE CEILANDIA;3015268;720439;821;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00113958294872987;NULL
51;Mato Grosso;MT;5106216;Nova Canaã do Norte;5;5101;51003;51063620;ESCOLA MUNICIPAL NOVO PARAISO;12787;3059;189;0;2670;NULL;2.39227340267459E+16;8.72834259561948E+15;0.0617848970251716;0
51;Mato Grosso;MT;5103809;Figueirópolis D'Oeste;5;5103;51014;51029430;EMEB ALZIRA CORREA DOS SANTOS;3494;737;18;0;550;NULL;2.10933028048082E+16;7.46268656716418E+15;0.0244233378561737;0
51;Mato Grosso;MT;5106372;Pedra Preta;5;5105;51021;51050889;EMEF JOSE MARIA PEREIRA;17626;4818;10;0;3700;NULL;2.73346193123794E+15;767953507679535;0.0020755500207555;0
52;Goias;GO;5210406;Itaberaí;5;5203;52007;52023990;ESCOLA MUNICIPAL JUCA LUDOVICO;42900;10490;582;10;3200;NULL;2.44522144522145E+16;3.05052430886559E+16;0.0554814108674929;0.0168918918918919
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51037297;EMEB PROF ALZIRA VALLADARES;612547;163720;337;0;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.00205839237722942;0
52;Goias;GO;5203104;Baliza;5;5201;52003;52004929;ESCOLA ESTADUAL DR JOSE FELICIANO FERREIRA;5138;636;125;NULL;0;NULL;1.23783573374854E+16;0;0.196540880503145;NULL
52;Goias;GO;5213806;Morrinhos;5;5205;52015;52093751;ESCOLA MUNICIPAL JOSE CANDIDO DA SILVA;46136;9957;7;0;3800;NULL;2.1581844980059E+16;3.81641056543136E+15;0.00070302299889525;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51043360;ESCOLA DE EDUCACAO BASICA ROBERTO COCHRANE SIMONSEN - SESIESCOLA - VG;284971;72805;2184;NULL;69240;1662;2.5548213677883E+16;9.5103358285832E+15;0.0299979397019435;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53013867;EC 604 DE SAMAMBAIA;3015268;720439;1100;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00152684682533844;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53017412;CEF 09 DE SOBRADINHO;3015268;720439;505;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000700961497087193;NULL
52;Goias;GO;5207535;Faina;5;5201;52002;52088324;ESC MUL JOSE PEREIRA BORGES;6627;1183;69;0;650;NULL;1.78512147276294E+16;5.49450549450549E+16;0.0583262890955199;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003721;CED PROJECAO TAGUATINGA NORTE;3015268;720439;822;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00114097099129836;NULL
52;Goias;GO;5213400;Moiporá;5;5203;52008;52027988;ESCOLA ESTADUAL SANTOS DUMONT;1529;383;166;NULL;0;NULL;2.50490516677567E+16;0;0.433420365535248;NULL
52;Goias;GO;5215207;Novo Brasil;5;5203;52008;52028020;COLEGIO ESTADUAL IRACEMA TELES DE OLIVEIRA;2913;704;90;NULL;0;NULL;2.41675248884312E+16;0;0.127840909090909;NULL
52;Goias;GO;5217302;Pirenópolis;5;5204;52012;52071480;ESC MUL LUCIANO DA SILVA PEIXOTO;24908;5989;382;0;2550;26;2.40444837000161E+15;4.25780597762565E+15;0.0637836032726666;0
52;Goias;GO;5219753;Santo Antônio do Descoberto;5;5204;52012;52092623;EMEF RAIMUNDO GOMES DA SILVA;74744;19219;948;150;16810;NULL;2.57131007171144E+15;8.74655289036891E+15;0.0493261876268276;0.156412930135558
52;Goias;GO;5215231;Novo Gama;5;5204;52012;52047741;ESC MUL BELA VISTA;115711;20192;436;0;14780;NULL;1.74503720476014E+15;731973058637084;0.0215927099841521;0
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52103013;CRECHE ANJO DA GUARDA - OBRA DOM ORIONE;578179;116323;70;NULL;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.000601772650292719;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53013484;EC 104 DE SAO SEBASTIAO;3015268;720439;905;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00125617852448299;NULL
52;Goias;GO;5200902;Amorinópolis;5;5203;52008;52026531;COLEGIO ESTADUAL PROFESSORA ANALICIA CECILIA B SILVA;3126;654;289;NULL;430;33;2.09213051823417E+15;6.57492354740061E+15;0.441896024464832;NULL
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52074684;ESCOLA CENTRO DE ORIENTACAO E VALORIZACAO DO ADOLESCENTE E MULHER ECOVAM;578179;116323;847;NULL;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.0072814490685419;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52085457;ESCOLA MUNICIPAL WALMIR BASTOS RIBEIRO;386923;89054;353;3;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.00396388707974937;0.00819672131147541
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52286355;ESCOLA MUNICIPAL ANTONIO CICERO ARAUJO DA COSTA;212440;53455;1218;1;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.022785520531288;0.000807754442649435
52;Goias;GO;5218508;Quirinópolis;5;5205;52018;52068218;ESCOLA MUNICIPAL MARCIO RIBEIRO;50065;11065;598;15;4290;NULL;2.21012683511435E+16;3.8770899231812E+15;0.0540442837776774;0.0245098039215686
50;Mato Grosso do Sul;MS;5006200;Nova Andradina;5;5003;50008;50059971;CEINF PROF LUIZ CARLOS SAMPAIO;54374;13546;232;137;9550;NULL;2.49126420715783E+16;7.05005167577145E+15;0.0171268271076333;0.59051724137931
50;Mato Grosso do Sul;MS;5000708;Anastácio;5;5001;50002;50029819;EE INDIGENA GUILHERMINA DA SILVA;25135;6151;331;NULL;3450;148;2.44718519992043E+16;5.60884409039181E+15;0.0538123882295562;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53007280;CEF 02 DE CEILANDIA;3015268;720439;1537;NULL;469020;526;2.38930337203857E+16;6.51019725472941E+15;0.00213342142776835;NULL
52;Goias;GO;5211800;Jaraguá;5;5203;52007;52025136;ESC MUL PEQUENO PRINCIPE;50511;9795;364;0;2320;NULL;1.93918156441171E+16;2.36855538540071E+16;0.0371618172537009;0
52;Goias;GO;5209101;Goiatuba;5;5205;52015;52104729;ESCOLA DRUMMOND;34095;7402;72;NULL;3520;NULL;2.17099281419563E+16;4.75547149419076E+15;0.00972710078357201;NULL
52;Goias;GO;5204300;Caçu;5;5205;52018;52067246;ESCOLA RECANTO EDUCACIONAL CHAPEUZINHO VERMELHO;16009;2550;117;NULL;640;NULL;1.59285401961397E+15;2.50980392156863E+16;0.0458823529411765;NULL
52;Goias;GO;5209200;Guapó;5;5203;52010;52098460;CENTRO MUNICIPAL DE EDUCACAO INFANTIL FLORIPES MARIA DE JESUS;14209;3604;101;101;1550;NULL;253642057850658;4.3007769145394E+16;0.0280244173140955;1
51;Mato Grosso;MT;5100250;Alta Floresta;5;5101;51002;51003708;EM NILO PROCOPIO PECANHA;51782;14446;258;0;11480;NULL;2.78977250782125E+16;7.94683649453136E+15;0.0178596151183719;0
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026046;EMEI - PROF OSVALDO MACIEL DE OLIVEIRA;895982;233503;161;161;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000689498635991829;1
51;Mato Grosso;MT;5107206;Rio Branco;5;5103;51014;51032295;EMEI MADRE TEREZA DE CALCUTA;5156;1225;224;96;2090;NULL;2.37587276958883E+16;1.70612244897959E+16;0.182857142857143;0.428571428571429
51;Mato Grosso;MT;5105259;Lucas do Rio Verde;5;5101;51006;51013517;EMEIEF FREDOLINO VIEIRA BARROS;65534;21045;598;249;10170;NULL;3.2113101596118E+16;4.83250178189594E+15;0.0284153005464481;0.416387959866221
52;Goias;GO;5205406;Ceres;5;5203;52006;52015360;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO XXIII;22191;6822;282;NULL;1220;NULL;307421927808571;1.78833186748754E+16;0.0413368513632366;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53016440;CEPI JEQUITIBA;3015268;720439;136;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000188773789314571;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52020371;COLEGIO ESTADUAL ANTENSINA SANTANA;386923;89054;1021;NULL;44350;33;2.30159489097314E+16;4.98012441889191E+15;0.0114649538482269;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53054016;C DE CONVIVENCIA E EDUC INF MARIA MAE DA PROVIDENCIA;3015268;720439;276;276;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000383099748903099;1
52;Goias;GO;5221858;Valparaíso de Goiás;5;5204;52012;52048810;ESCOLA MUNICIPAL ANTONIO BUENO AZEVEDO;168468;41597;849;0;27250;NULL;2.46913360400788E+15;6.55095319373993E+15;0.0204101257302209;0
52;Goias;GO;5209150;Gouvelândia;5;5205;52018;52108805;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAGRADO CORACAO DE JESUS;5898;1072;200;0;440;NULL;1.81756527636487E+16;4.1044776119403E+16;0.186567164179104;0
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51040670;EE FILOGONIO CORREA;612547;163720;764;NULL;147190;32;2.67277449730388E+16;8.9903493769851E+15;0.00466650378695333;NULL
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51096609;EMEI CORA CORALINA;232491;57218;263;3;32310;NULL;2.46108451509951E+16;5.64682442587997E+15;0.00459645566080604;0.0114068441064639
52;Goias;GO;5212501;Luziânia;5;5204;52012;52048675;COLEGIO CORACAO DE MAE;208299;48191;145;NULL;23520;NULL;2.31354927292018E+16;4.88057936129153E+16;0.00300886057562615;NULL
51;Mato Grosso;MT;5106281;Novo São Joaquim;5;5102;51010;51023954;EE JOSE DE ALENCAR;5074;1757;157;NULL;1240;24;3.4627512810406E+15;7.057484348321E+15;0.0893568582811611;NULL
51;Mato Grosso;MT;5107925;Sorriso;5;5101;51006;51093685;EM LEONEL DE MOURA BRIZOLA;90313;26148;560;6;9990;NULL;2.89526424767199E+16;3.82055988985773E+15;0.0214165519351384;0.0105263157894737
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003381;CAIC PROF WALTER JOSE DE MOURA;3015268;720439;1426;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00197934870266601;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026895;EMEI NOVOS ESTADOS;895982;233503;182;182;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000779433240686415;1
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51088223;EE PROF NATALINO FERREIRA MENDES;94376;25044;544;NULL;20050;NULL;2.65364075612444E+16;8.00590959910558E+15;0.0217217696853538;NULL
52;Goias;GO;5207352;Edealina;5;5205;52014;52056309;ESC MUL PEDRO JOSE LEANDRO;3699;786;326;4;0;NULL;2.12489862124899E+16;0;0.414758269720102;0.0114942528735632
