CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
52;Goias;GO;5212204;Jussara;5;5201;52002;52003833;COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS;18371;4126;484;NULL;300;25;2.24593108703936E+16;7.27096461463888E+15;0.117304895782841;NULL
50;Mato Grosso do Sul;MS;5007695;São Gabriel do Oeste;5;5002;50003;50031864;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ;27221;8872;182;84;4540;NULL;3.25924837441681E+16;5.11722272317403E+15;0.0205139765554554;0.461538461538462
52;Goias;GO;5210604;Itaguaru;5;5203;52007;52024164;COLEGIO ESTADUAL ARTUR DA COSTA E SILVA;5206;884;210;NULL;180;18;1.69804072224357E+15;2.03619909502262E+16;0.237556561085973;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53018109;INST SANTA RITA;3055149;715700;285;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000398211541148526;NULL
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51045338;EM ISABEL CAMPOS;94861;21828;291;0;12230;NULL;2.30105101147995E+16;5.60289536375298E+15;0.0133315008246289;0
52;Goias;GO;5210802;Itajá;5;5205;52018;52084833;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PREFEITO ANTONIO ALEXANDRE DE FREITAS;4475;891;98;63;0;NULL;1.99106145251397E+16;0;0.109988776655443;0.642857142857143
50;Mato Grosso do Sul;MS;5005152;Juti;5;5004;50010;50030795;CEIM - MARCY BRANDAO FERNANDES-POLO;6787;1788;107;0;0;NULL;2.63444820981288E+16;0;0.0598434004474273;0
51;Mato Grosso;MT;5105309;Luciara;5;5102;51009;51088061;ESC MUN RAIMUNDO DE PANO;2058;608;75;0;740;NULL;2.95432458697765E+15;1.21710526315789E+16;0.123355263157895;0
52;Goias;GO;5213103;Mineiros;5;5205;52013;52053660;ESCOLA MUNICIPAL RURAL PINGUELA;68154;16336;7;0;7280;NULL;2.39692461190833E+16;44564152791381;0.000428501469147894;0
52;Goias;GO;5214838;Nova Crixás;5;5201;52001;52000990;ESC MUL JOSE PIRES DE SOUZA;12945;2408;317;0;1740;20;1.86017767477791E+16;7.22591362126246E+15;0.131644518272425;0
52;Goias;GO;5205521;Colinas do Sul;5;5202;52005;52100502;CENTRO MUNICIPAL DE EDUCACACAO INFANTIL AMBROSIO DIAS DA COSTA;3360;958;136;0;0;NULL;2.85119047619048E+15;0;0.1419624217119;0
52;Goias;GO;5205406;Ceres;5;5203;52006;52093468;ESCOLA ALFFA;22306;6404;121;NULL;1260;NULL;2.87097641890074E+15;1.96752029981262E+15;0.018894440974391;NULL
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52100090;CMEI ANTONIO FERNANDES TEIXEIRA;105809;25866;87;87;12360;NULL;2.44459356009413E+16;4.77847367200186E+15;0.00336348874971004;1
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53007786;EC 19 DE CEILANDIA;3055149;715700;389;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000543523822830795;NULL
52;Goias;GO;5211909;Jataí;5;5205;52013;52052885;ESCOLA MUNICIPAL FLAVIO VILELA;102065;23130;406;11;8190;NULL;2.26620290991035E+16;3.5408560311284E+16;0.0175529615218331;0.0265060240963855
52;Goias;GO;5217401;Pires do Rio;5;5205;52016;52062538;CENTRO DE ENSINO EM PERIODO INTEGRAL AUGUSTO MONTEIRO DE GODOY;31686;6256;259;NULL;1820;NULL;197437354036483;2.90920716112532E+16;0.0414002557544757;NULL
52;Goias;GO;5221403;Trindade;5;5203;52010;52039994;ESCOLA MUNICIPAL DONA CATU;129823;30434;220;0;13330;14;2.34426873512398E+16;4.37996977065125E+15;0.00722875731090228;0
51;Mato Grosso;MT;5105622;Mirassol d'Oeste;5;5103;51014;51057620;E M ZUMBI DOS PALMARES;27941;5976;89;0;5220;NULL;2.1387924555313E+16;8.73493975903615E+15;0.0148929049531459;0
52;Goias;GO;5219753;Santo Antônio do Descoberto;5;5204;52012;52090760;ESCOLA EVANGELICA HELENA ROLEMBERG;75829;16078;114;NULL;14700;NULL;2.12029698400348E+16;9.1429282249036E+15;0.00709043413359871;NULL
50;Mato Grosso do Sul;MS;5002100;Bela Vista;5;5004;50009;50013963;EM NOSSA SENHORA DO PERPETUO SOCORRO;24735;5967;468;15;1250;NULL;2.41237113402062E+16;2.09485503603151E+16;0.0784313725490196;0.0306748466257669
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50072862;EM SENADOR RACHID SALDANHA DERZI;906092;213876;1464;0;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.00684508780788868;0
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52031870;COLEGIO ESTADUAL MARIA ROSILDA RODRIGUES;590146;118693;1180;NULL;64610;391;2.01124806403839E+16;5.44345496364571E+15;0.00994161408002157;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53068017;EC 02 DE VICENTE PIRES;3055149;715700;649;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000906804527036468;NULL
52;Goias;GO;5201603;Araçu;5;5203;52007;52022170;COLEGIO ESTADUAL HERMOGENES COELHO;3486;575;312;NULL;0;NULL;1.64945496270797E+16;0;0.542608695652174;NULL
50;Mato Grosso do Sul;MS;5005806;Nioaque;5;5004;50009;50026828;EM 03 DE DEZEMBRO;13862;3290;117;0;960;NULL;2.3733948925119E+15;2.91793313069909E+15;0.0355623100303951;0
52;Goias;GO;5201108;Anápolis;5;5203;52007;52085414;COLEGIO EXATO;391772;85693;191;NULL;43520;NULL;2.18731813401672E+16;5.07859451763855E+15;0.00222888684023199;NULL
52;Goias;GO;5205406;Ceres;5;5203;52006;52015378;CENTRO DE ENSINO EM PERIODO INTEGRAL SAO TOMAZ DE AQUINO;22306;6404;137;NULL;1260;NULL;2.87097641890074E+15;1.96752029981262E+15;0.0213928794503435;NULL
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52086020;ASSOCIACAO CRECHE ESCOLA ALEB;217698;52067;84;NULL;20040;NULL;2.39170777866586E+16;3.84888701096664E+15;0.00161330593274051;NULL
51;Mato Grosso;MT;5106109;Nossa Senhora do Livramento;5;5104;51017;51041502;EE VER AMARILIO GOMES DA SILVA;13104;3941;268;NULL;7210;NULL;3.00747863247863E+16;1.82948490230906E+16;0.0680030449124588;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036448;ESCOLA MUNICIPAL MARIA GENOVEVA;1536097;276809;138;138;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000498538703582615;1
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50025929;EMEI - IVONE CALARGE ZAHRAN;906092;213876;157;157;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000734070208906095;1
50;Mato Grosso do Sul;MS;5002407;Caarapó;5;5004;50010;50031384;CMEI FREI MATEUS;30593;8571;266;61;3280;NULL;2.80162128591508E+16;3.82685800956715E+15;0.0310348850775872;0.229323308270677
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53012186;CEF 101 DO RECANTO DAS EMAS;3055149;715700;930;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.00129942713427414;NULL
52;Goias;GO;5220207;São Miguel do Araguaia;5;5201;52001;52074102;CEMEI - GENOVEVA DE FREITAS FRANCO;21920;4812;90;90;4660;NULL;2.19525547445256E+15;968412302576891;0.0187032418952618;1
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53013425;INST TECNICO EDUCACIONAL MADRE TERESA;3055149;715700;1241;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.00173396674584323;NULL
50;Mato Grosso do Sul;MS;5006200;Nova Andradina;5;5003;50008;50013459;EM PINGO DE GENTE - POLO;55224;12951;470;3;7970;NULL;2.34517601043025E+16;6.15396494479191E+15;0.036290633927882;0.00638297872340426
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015010;ESC CANADENSE DE BRASILIA;3055149;715700;1550;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.0021657118904569;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026151;EMEI- ALBA LUCIA SPENGLER DOS SANTOS PEREIRA;906092;213876;273;141;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.0012764405543399;0.516483516483517
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51039869;EE LICEU CUIABANO MARIA DE ARRUDA MULLER;618124;144743;1558;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.0107639056811037;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53002350;JI 316 SUL;3055149;715700;150;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000209585021657119;NULL
50;Mato Grosso do Sul;MS;5006408;Pedro Gomes;5;5002;50003;50003860;EE PROFª CLEUZA TEODORO;7621;1583;394;NULL;530;53;2.07715522897258E+15;3.34807327858497E+16;0.248894504106128;NULL
50;Mato Grosso do Sul;MS;5003702;Dourados;5;5004;50010;50029150;ELITE DOURADOS;225495;58809;889;NULL;23970;NULL;2.6079957426994E+15;4.07590674896699E+16;0.0151167338332568;NULL
52;Goias;GO;5213756;Montividiu;5;5205;52013;52053903;ESC MUL BOM JARDIM;13672;2789;69;0;1120;NULL;2.0399356348742E+16;4.01577626389387E+16;0.0247400501972033;0
52;Goias;GO;5209101;Goiatuba;5;5205;52015;52059103;ESC MUL MARIA LUZIA REZENDE SIMOES;34202;7233;135;0;3750;NULL;2.11478860885328E+16;5.18457071754459E+15;0.0186644545831605;0
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52051560;ESCOLA MUNICIPAL VEREADOR ERICO SOUZA FERREIRA;217698;52067;915;0;20040;176;2.39170777866586E+16;3.84888701096664E+15;0.0175735110530662;0
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51064561;ESCOLA PARTICULAR CECILIA MEIRELES;236042;55547;201;NULL;25040;NULL;2.35326763881004E+16;4.50789421570922E+15;0.0036185572578177;NULL
52;Goias;GO;5219753;Santo Antônio do Descoberto;5;5204;52012;52051439;EMEF LAGOINHA;75829;16078;109;0;14700;NULL;2.12029698400348E+16;9.1429282249036E+15;0.00677945018037069;0
50;Mato Grosso do Sul;MS;5006309;Paranaíba;5;5003;50006;50011413;EE MANOEL GARCIA LEAL;42276;9003;753;NULL;2170;NULL;2.12957706500142E+16;2.41030767521937E+16;0.0836387870709763;NULL
50;Mato Grosso do Sul;MS;5000708;Anastácio;5;5001;50002;50001159;EPM JARDIM INDEPENDENCIA;25237;5667;123;0;2090;NULL;2.24551254111027E+16;3.68801835186166E+15;0.0217046056114346;0
52;Goias;GO;5212808;Mara Rosa;5;5202;52004;52007502;ESC MUL SAO PEDRO;9363;2174;558;0;1540;NULL;2.32190537220976E+16;7.08371665133395E+15;0.256669733210672;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015681;COL ROGACIONISTA SOCIAL SANTO ANIBAL;3055149;715700;98;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000136928880815984;NULL
51;Mato Grosso;MT;5102678;Campo Verde;5;5105;51019;51089629;EM MONTEIRO LOBATO;45740;12345;561;17;8900;NULL;269895059029296;7.20939651680843E+15;0.0454434993924666;0.0294117647058824
50;Mato Grosso do Sul;MS;5006606;Ponta Porã;5;5004;50010;50018345;EE ADE MARQUES;93937;28263;504;NULL;6650;NULL;3.00871860928069E+16;2.35289955064926E+16;0.0178325018575523;NULL
50;Mato Grosso do Sul;MS;5004908;Jaraguari;5;5002;50004;50009478;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FRANCISCO ANTONIO DE SOUZA-POLO;7265;1220;340;0;0;NULL;1.67928423950447E+16;0;0.278688524590164;0
52;Goias;GO;5213087;Minaçu;5;5202;52004;52007863;ESCOLA MUNICIPAL MAURA COELHO BARROS;28793;6295;385;29;2880;42;2.1862952801028E+16;4.57505957108817E+15;0.0611596505162828;0.070048309178744
51;Mato Grosso;MT;5104609;Itiquira;5;5105;51021;51093472;CMEI ZELAVIR JOSE WANS;13552;3219;82;82;470;NULL;2.37529515938607E+16;1.4600807704256E+15;0.0254737496116806;1
51;Mato Grosso;MT;5106190;Nova Santa Helena;5;5101;51007;51015790;ESCOLA MUNICIPAL DE EDUCACAO DO CAMPO ANTONIO PELISSARI;3737;859;63;0;0;NULL;2.2986352689323E+16;0;0.0733410942956927;0
52;Goias;GO;5206206;Cristalina;5;5204;52012;52112608;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTA LUZIA;60210;14400;413;26;4570;NULL;2.39162929745889E+16;3.17361111111111E+15;0.0286805555555556;0.0625
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52031314;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE COLINA AZUL;590146;118693;1148;NULL;64610;NULL;2.01124806403839E+16;5.44345496364571E+15;0.00967201098632607;NULL
52;Goias;GO;5211909;Jataí;5;5205;52013;52052613;COLEGIO ESTADUAL ALCANTARA DE CARVALHO;102065;23130;1085;NULL;8190;NULL;2.26620290991035E+16;3.5408560311284E+16;0.0469087764807609;NULL
52;Goias;GO;5213103;Mineiros;5;5205;52013;52099873;ESCOLA SENAI DE MINEIROS;68154;16336;100;NULL;7280;NULL;2.39692461190833E+16;44564152791381;0.00612144955925563;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53008359;INST SOUSA ARANTES;3055149;715700;199;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000278049462065111;NULL
51;Mato Grosso;MT;5103502;Diamantino;5;5101;51004;51109204;ESC TEC EST DE EDUC PROF E TECNOL DE DIAMANTINO;22178;6132;201;NULL;3560;NULL;2.76490215528903E+15;5.80560991519896E+15;0.0327788649706458;NULL
50;Mato Grosso do Sul;MS;5006309;Paranaíba;5;5003;50006;50030728;CEI - LAR TERESA SPINELLI;42276;9003;61;NULL;2170;NULL;2.12957706500142E+16;2.41030767521937E+16;0.00677551927135399;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51042797;EMEB DR GABRIEL MULLER;287526;68764;107;2;59700;NULL;2.39157502278055E+16;8.68186841952184E+15;0.00155604676865802;0.0186915887850467
51;Mato Grosso;MT;5102603;Campinápolis;5;5102;51010;51093596;ESCOLA MUNICIPAL INDIGENA KULUENE;16919;6674;39;0;8960;NULL;3.94467758141734E+15;1.3425232244531E+16;0.00584357207072221;0
52;Goias;GO;5211909;Jataí;5;5205;52013;52084744;CENTRO MUNICIPAL DE EDUCACAO INFANTIL FAVO DE MEL;102065;23130;105;105;8190;NULL;2.26620290991035E+16;3.5408560311284E+16;0.00453955901426719;1
52;Goias;GO;5210901;Itapaci;5;5203;52006;52097471;ASTEQ ASSOCIACAO DE ENSINO PROFISSIONALIZANTE QUALIFICACAO PROFISSIONAL;23421;4846;15;NULL;2560;NULL;2.06908330131079E+16;5.28270738753611E+16;0.00309533635988444;NULL
50;Mato Grosso do Sul;MS;5003207;Corumbá;5;5001;50001;50025422;CEMEI PARTEIRA INOCENCIA CAMBARA;112058;26756;141;101;15600;NULL;2.38769208802584E+16;5.83046793242637E+15;0.00526984601584691;0.716312056737589
52;Goias;GO;5217104;Piracanjuba;5;5205;52015;52104770;ESCOLA EVANGELICA PRINCIPIO DO SABER;24548;4332;38;NULL;1150;NULL;1.76470588235294E+16;265466297322253;0.0087719298245614;NULL
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51064960;COLEGIO BATISTA DE RONDONOPOLIS;236042;55547;74;NULL;25040;NULL;2.35326763881004E+16;4.50789421570922E+15;0.00133220515959458;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52105091;INSTITUTO TECNOLOGICO DO ESTADO DE GOIAS JOSE LUIZ BITTENCOURT;1536097;276809;197;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000711682062360689;NULL
52;Goias;GO;5209952;Indiara;5;5205;52014;52056597;ESCOLA MUNICIPAL MILITARIZADA OLAVO BILAC;15787;3346;474;0;580;NULL;2.11946538290999E+15;1.73341303048416E+16;0.14166168559474;0
52;Goias;GO;5220454;Senador Canedo;5;5203;52010;52098273;ESCOLA MUNICIPAL ABDON FERREIRA DE CARVALHO;118451;30754;1314;19;25960;170;2.59634785691974E+15;8.44117838329973E+15;0.0427261494439748;0.0142535633908477
50;Mato Grosso do Sul;MS;5008305;Três Lagoas;5;5003;50007;50034154;ESCOLA MUNICIPAL IRMA SCHEILLA;123281;33906;669;19;5420;NULL;2.75030215523884E+16;159853713207102;0.0197310210582198;0.0284005979073244
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51067870;EE PROFESSORA STELA MARIS VALERIANO DA SILVA;236042;55547;500;NULL;25040;NULL;2.35326763881004E+16;4.50789421570922E+15;0.00900138621347688;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52191427;ESCOLA MUNICIPAL DOUTOR ANAPOLINO SILVERIO DE FARIA;391772;85693;454;0;43520;NULL;2.18731813401672E+16;5.07859451763855E+15;0.00529798233227918;0
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51051184;CEJA PROF ALFREDO MARIEN;236042;55547;1027;NULL;25040;1027;2.35326763881004E+16;4.50789421570922E+15;0.0184888472824815;NULL
52;Goias;GO;5203962;Buritinópolis;5;5204;52011;52040569;ESC MUL DA FAZENDA SANTA RITA;3283;842;66;0;270;NULL;2.56472738349071E+16;3.20665083135392E+16;0.0783847980997625;0
51;Mato Grosso;MT;5104104;Guarantã do Norte;5;5101;51003;51091968;CMEI ARCO-IRIS;36130;8614;379;37;7060;NULL;2.38416828120675E+16;8.19596006501045E+15;0.0439981425586255;0.0976253298153034
50;Mato Grosso do Sul;MS;5000203;Água Clara;5;5003;50007;50011782;EMEI RENATO RIVEIRA;15776;4533;170;0;1020;NULL;2.87335192697769E+16;2.25016545334216E+16;0.0375027575557026;0
51;Mato Grosso;MT;5107776;Santa Terezinha;5;5102;51009;51020521;EMPG LAGO GRANDE;8460;1846;28;0;1320;NULL;2.18203309692671E+15;7.15059588299025E+15;0.0151679306608884;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53002920;EC 15 DO GAMA;3055149;715700;398;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000556098924130222;NULL
52;Goias;GO;5203302;Bela Vista de Goiás;5;5203;52010;52099300;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LETICIA ALVES DO CARMO;30492;7042;114;114;2930;NULL;2.30945821854913E+16;4.16074978699233E+16;0.0161885827889804;1
52;Goias;GO;5216403;Paraúna;5;5205;52014;52057372;ESCOLA MUNICIPAL PROFESSOR FERREIRA;10980;2453;97;46;1720;NULL;2.23406193078324E+16;701182225845903;0.0395434162250306;0.474226804123711
52;Goias;GO;5220454;Senador Canedo;5;5203;52010;52090540;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JURACY FONSECA DA SILVA;118451;30754;241;117;25960;NULL;2.59634785691974E+15;8.44117838329973E+15;0.00783637900760877;0.485477178423237
52;Goias;GO;5217708;Pontalina;5;5205;52015;52061370;CENTRO DE ENSINO EM PERIODO INTEGRAL RUI BARBOSA;17860;3010;88;NULL;1110;NULL;1.68533034714446E+15;3.68770764119601E+16;0.0292358803986711;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50029584;EMEI - TIA EVA;906092;213876;65;22;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000303914417699976;0.338461538461538
52;Goias;GO;5208707;Goiânia;5;5203;52010;52089444;CMEI SETOR UNIAO;1536097;276809;83;83;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000299845742009833;1
52;Goias;GO;5219704;Santa Terezinha de Goiás;5;5202;52004;52105830;CRECHE MUNICIPAL TIA CELIA;8562;1993;30;30;1120;NULL;2.32772716654987E+16;5.6196688409433E+15;0.0150526843953838;1
51;Mato Grosso;MT;5100300;Alto Araguaia;5;5105;51022;51090562;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROF MARIA FERREIRA RIBEIRO;19385;3708;102;0;1360;NULL;1.91281919009543E+16;3.66774541531823E+16;0.0275080906148867;0
52;Goias;GO;5202353;Arenópolis;5;5201;52003;52004805;COLEGIO ESTADUAL ALFREDO NASSER;2536;658;250;NULL;510;NULL;2.59463722397476E+16;7.75075987841945E+15;0.379939209726444;NULL
52;Goias;GO;5221403;Trindade;5;5203;52010;52145212;ESCOLA DE 1º GRAU DE TRINDADE LTDA ESCOLA DINAMICA;129823;30434;289;NULL;13330;NULL;2.34426873512398E+16;4.37996977065125E+15;0.00949595846750345;NULL
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51175827;EMEI MONTEIRO LOBATO;146005;41036;314;2;24060;NULL;2.81058867846992E+15;586314455599961;0.00765181791597622;0.00617283950617284
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034860;COLEGIO ESTADUAL CHICO MENDES;1536097;276809;294;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00106210419458905;NULL
50;Mato Grosso do Sul;MS;5001243;Aral Moreira;5;5004;50010;50015362;EE EUFRAZIA FAGUNDES MARQUES;12332;3169;286;NULL;650;NULL;2.56973726889393E+16;2.05112022720101E+16;0.0902492899968444;NULL
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52288358;COLEGIO ABSOLUTO;590146;118693;357;NULL;64610;NULL;2.01124806403839E+16;5.44345496364571E+15;0.00300775951404042;NULL
51;Mato Grosso;MT;5103304;Comodoro;5;5101;51004;51064502;EEI PIRINEUS DE SOUZA;21008;4911;142;NULL;1040;NULL;2.33768088347296E+16;2.11769497047445E+15;0.0289146813276318;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51064111;EMEB PROF LENINE DE CAMPOS POVOAS;618124;144743;542;7;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.00374456795838141;0.0127504553734062
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53001508;EC 113 NORTE;3055149;715700;346;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000483442783289088;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52081184;ESCOLA ESPIRITA ALLAN KARDEC;1536097;276809;149;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000538277295897171;NULL
51;Mato Grosso;MT;5107958;Tangará da Serra;5;5103;51013;51028760;ESCOLA MUNICIPAL CHAPADAO DO RIO VERDE;105711;25673;18;0;14360;NULL;2.42860251061857E+16;5.59342499902621E+15;0.000701125696256768;0
52;Goias;GO;5205307;Cavalcante;5;5202;52005;52013260;ESC MUL CAPELA DO CORREGO FUNDO;9725;2325;8;0;450;NULL;2.39074550128535E+15;1.93548387096774E+15;0.00344086021505376;0
50;Mato Grosso do Sul;MS;5001102;Aquidauana;5;5001;50002;50031252;CMEI - POLO VALDIR CATHCART FERREIRA;48029;12332;120;0;4870;NULL;2.56761539902975E+15;3.94907557573792E+16;0.00973078170613039;0
52;Goias;GO;5213103;Mineiros;5;5205;52013;52070050;ESCOLA MUNICIPAL REVERENDO EUDOXIO;68154;16336;460;1;7280;NULL;2.39692461190833E+16;44564152791381;0.0281586679725759;0.00217391304347826
52;Goias;GO;5213103;Mineiros;5;5205;52013;52069141;ESCOLA MUNICIPAL PROFESSOR SALVIANO NEVES AMORIM;68154;16336;450;10;7280;NULL;2.39692461190833E+16;44564152791381;0.0275465230166503;0.0217864923747277
52;Goias;GO;5208608;Goianésia;5;5203;52006;52015840;CENTRO EDUCACIONAL DE GOIANESIA CEG;71075;17097;106;NULL;7640;NULL;2.40548716144917E+16;4.4686202257706E+15;0.00619991811428906;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003667;COL OBJETIVO DF - UNIDADE I;3055149;715700;414;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000578454659773648;NULL
51;Mato Grosso;MT;5106422;Peixoto de Azevedo;5;5101;51003;51008831;EE GARCIA GARRIDO FERMINO;35338;8141;569;NULL;4830;295;2.30375233459732E+16;5.932932072227E+15;0.0698931335216804;NULL
52;Goias;GO;5211206;Itapuranga;5;5203;52006;52017702;ESC MUN BETEL;25681;5640;324;0;1800;NULL;2.19617616136443E+15;3.19148936170213E+16;0.0574468085106383;0
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50006738;EM PROFª LEIRE PIMENTEL DE CARVALHO CORREA;906092;213876;999;0;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.00467093081972732;0
52;Goias;GO;5210208;Iporá;5;5203;52008;52027074;COLEGIO ESTADUAL ELIAS DE ARAUJO ROCHA;31499;7571;1136;NULL;3850;NULL;2.40356836724975E+15;5.08519350151895E+15;0.150046229031832;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53008863;ESC MUNDO MAGICO;3055149;715700;237;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000331144334218248;NULL
50;Mato Grosso do Sul;MS;5002100;Bela Vista;5;5004;50009;50013955;EM JARBAS PASSARINHO;24735;5967;344;6;1250;NULL;2.41237113402062E+16;2.09485503603151E+16;0.0576504105915871;0.0171428571428571
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51065940;ESCOLA ESTADUAL PROFESSOR DJALMA GUILHERME DA SILVA;146005;41036;563;NULL;24060;NULL;2.81058867846992E+15;586314455599961;0.0137196607856516;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52086607;EDUCACAO INFANTIL SESC FAICALVILLE;1536097;276809;250;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000903149825330824;NULL
51;Mato Grosso;MT;5105606;Matupá;5;5101;51003;51190893;EE SENADOR JONAS PINHEIRO;16793;4906;267;NULL;2650;102;2.92145536830822E+16;5.40154912352222E+16;0.0544231553200163;NULL
52;Goias;GO;5209705;Hidrolândia;5;5203;52010;52082083;ESCOLA MUNICIPAL PROFESSORA ARGEMIRA MATIAS TELES;22124;5617;315;8;2900;NULL;2.5388718134153E+16;516289834431191;0.0560797578778707;0.0247678018575851
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51096005;COLEGIO PRUDENTE CAMPOS;618124;144743;215;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.00148539134880443;NULL
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52094111;COLEGIO DELOS LTDA;590146;118693;647;NULL;64610;NULL;2.01124806403839E+16;5.44345496364571E+15;0.00545103755065589;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037703;ESC MUN MARECHAL RIBAS JUNIOR;1536097;276809;303;303;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00109461758830096;1
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53014154;ESC CASA DE BRINQUEDOS;3055149;715700;439;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000613385496716501;NULL
